,Accuracy,Specificity,Sensitivity,AUC
48,0.5,0.4,0.5714285714285714,0.4285714285714285
49,0.3333333333333333,0.8,0.0,0.7428571428571428
50,0.5833333333333334,0.6,0.5714285714285714,0.4285714285714286
51,0.4166666666666667,0.2,0.5714285714285714,0.7142857142857143
52,0.5,1.0,0.14285714285714285,0.2857142857142857
53,0.3333333333333333,0.2,0.42857142857142855,0.2857142857142857
54,0.4166666666666667,0.0,0.7142857142857143,0.8
55,0.4166666666666667,0.4,0.42857142857142855,0.5714285714285714
56,0.6666666666666666,0.8,0.5714285714285714,0.3142857142857143
57,0.5,0.4,0.5714285714285714,0.48571428571428565
58,0.3333333333333333,0.2,0.42857142857142855,0.6857142857142857
59,0.5833333333333334,0.6,0.5714285714285714,0.37142857142857144
60,0.5833333333333334,1.0,0.2857142857142857,0.6857142857142857
61,0.6666666666666666,0.4,0.8571428571428571,0.8571428571428571
62,0.5,0.8,0.2857142857142857,0.2571428571428571
63,0.6666666666666666,0.8,0.5714285714285714,0.4
64,0.75,0.8,0.7142857142857143,0.8571428571428572
65,0.4166666666666667,1.0,0.0,0.5714285714285714
66,0.5,0.4,0.5714285714285714,0.6285714285714286
67,0.5,0.4,0.5714285714285714,0.4
68,0.5833333333333334,0.8,0.42857142857142855,0.42857142857142855
69,0.6666666666666666,0.8,0.5714285714285714,0.6857142857142857
70,0.5,0.4,0.5714285714285714,0.37142857142857144
71,0.6666666666666666,0.2,1.0,0.5428571428571428
72,0.4166666666666667,1.0,0.0,0.6
73,0.5833333333333334,0.4,0.7142857142857143,0.48571428571428565
74,0.5833333333333334,0.4,0.7142857142857143,0.42857142857142855
75,0.6666666666666666,0.6,0.7142857142857143,0.2571428571428571
76,0.4166666666666667,1.0,0.0,0.4571428571428571
77,0.5,1.0,0.14285714285714285,0.45714285714285713
78,0.5833333333333334,0.8,0.42857142857142855,0.5428571428571429
79,0.5833333333333334,0.8,0.42857142857142855,0.42857142857142855
80,0.5,1.0,0.14285714285714285,0.5428571428571428
81,0.4166666666666667,0.6,0.2857142857142857,0.45714285714285713
82,0.6666666666666666,0.8,0.5714285714285714,0.6
83,0.5,0.6,0.42857142857142855,0.6285714285714286
84,0.4166666666666667,0.4,0.42857142857142855,0.5714285714285714
85,0.6666666666666666,0.6,0.7142857142857143,0.657142857142857
86,0.4166666666666667,0.4,0.42857142857142855,0.5142857142857142
87,0.5833333333333334,0.6,0.5714285714285714,0.7428571428571428
88,0.5833333333333334,0.4,0.7142857142857143,0.5714285714285714
89,0.6666666666666666,0.2,1.0,0.34285714285714286
90,0.25,0.2,0.2857142857142857,0.3142857142857143
91,0.25,0.4,0.14285714285714285,0.22857142857142856
92,0.25,0.0,0.42857142857142855,0.6857142857142858
93,0.6666666666666666,0.4,0.8571428571428571,0.3714285714285714
94,0.4166666666666667,0.6,0.2857142857142857,0.5714285714285714
95,0.4166666666666667,0.4,0.42857142857142855,0.37142857142857144
96,0.4166666666666667,0.2,0.5714285714285714,0.5142857142857142
97,0.5833333333333334,0.4,0.7142857142857143,0.5428571428571428
98,0.3333333333333333,0.4,0.2857142857142857,0.7000000000000001
99,0.75,0.6,0.8571428571428571,0.8
100,0.8333333333333334,1.0,0.7142857142857143,0.05714285714285714
101,0.4166666666666667,1.0,0.0,0.6571428571428571
102,0.4166666666666667,0.2,0.5714285714285714,0.6571428571428571
103,0.3333333333333333,0.6,0.14285714285714285,0.19999999999999998
104,0.4166666666666667,1.0,0.0,0.6
105,0.6666666666666666,0.6,0.7142857142857143,0.4857142857142857
106,0.5,0.4,0.5714285714285714,0.5428571428571428
107,0.4166666666666667,0.6,0.2857142857142857,0.4857142857142857
108,0.5,1.0,0.14285714285714285,0.6285714285714286
109,0.5833333333333334,0.6,0.5714285714285714,0.5428571428571429
110,0.5,0.2,0.7142857142857143,0.8571428571428572
111,0.3333333333333333,0.2,0.42857142857142855,0.8
112,0.25,0.4,0.14285714285714285,0.8285714285714285
113,0.3333333333333333,0.4,0.2857142857142857,0.7428571428571429
114,0.6666666666666666,0.8,0.5714285714285714,0.19999999999999998
115,0.5,0.6,0.42857142857142855,0.5714285714285714
116,0.3333333333333333,0.4,0.2857142857142857,0.7428571428571428
117,0.75,0.6,0.8571428571428571,0.8285714285714286
118,0.5833333333333334,0.2,0.8571428571428571,0.4285714285714285
119,0.5833333333333334,0.6,0.5714285714285714,0.5142857142857142
120,0.75,0.6,0.8571428571428571,0.19999999999999996
121,0.4166666666666667,1.0,0.0,0.5428571428571428
122,0.4166666666666667,0.2,0.5714285714285714,0.34285714285714286
123,0.75,0.8,0.7142857142857143,0.8285714285714285
124,0.5833333333333334,0.4,0.7142857142857143,0.7142857142857143
125,0.4166666666666667,0.2,0.5714285714285714,0.6857142857142857
126,0.4166666666666667,0.6,0.2857142857142857,0.39999999999999997
127,0.5833333333333334,0.4,0.7142857142857143,0.6
128,0.4166666666666667,0.4,0.42857142857142855,0.17142857142857143
129,0.6666666666666666,0.6,0.7142857142857143,0.6
130,0.4166666666666667,0.4,0.42857142857142855,0.7428571428571429
131,0.5833333333333334,0.4,0.7142857142857143,0.34285714285714286
132,0.5,0.6,0.42857142857142855,0.5142857142857142
133,0.4166666666666667,1.0,0.0,0.39999999999999997
134,0.5,0.2,0.7142857142857143,0.6857142857142857
135,0.5,0.6,0.42857142857142855,0.48571428571428565
136,0.75,0.8,0.7142857142857143,0.2285714285714285
137,0.25,0.0,0.42857142857142855,0.657142857142857
138,0.5833333333333334,0.4,0.7142857142857143,0.5428571428571429
139,0.5,0.4,0.5714285714285714,0.5714285714285714
140,0.6666666666666666,0.6,0.7142857142857143,0.6285714285714287
141,0.3333333333333333,0.4,0.2857142857142857,0.42857142857142855
142,0.5,0.4,0.5714285714285714,0.6
143,0.4166666666666667,1.0,0.0,0.48571428571428577
144,0.6666666666666666,0.6,0.7142857142857143,0.8
145,0.6666666666666666,0.8,0.5714285714285714,0.5714285714285714
146,0.6666666666666666,0.8,0.5714285714285714,0.3142857142857143
147,0.3333333333333333,0.0,0.5714285714285714,0.5428571428571428
148,0.4166666666666667,1.0,0.0,0.37142857142857144
149,0.4166666666666667,1.0,0.0,0.34285714285714286
150,0.5,0.4,0.5714285714285714,0.6285714285714286
151,0.4166666666666667,0.6,0.2857142857142857,0.5428571428571428
152,0.8333333333333334,0.8,0.8571428571428571,0.14285714285714282
153,0.5833333333333334,0.8,0.42857142857142855,0.7142857142857143
154,0.5833333333333334,0.2,0.8571428571428571,0.4857142857142857
155,0.4166666666666667,0.0,0.7142857142857143,0.19999999999999998
156,0.5,0.2,0.7142857142857143,0.5142857142857142
157,0.3333333333333333,0.0,0.5714285714285714,0.11428571428571425
158,0.6666666666666666,0.8,0.5714285714285714,0.7714285714285714
159,0.9166666666666666,0.8,1.0,0.8285714285714286
160,0.5833333333333334,0.4,0.7142857142857143,0.6
161,0.5,0.6,0.42857142857142855,0.5428571428571428
162,0.5833333333333334,0.0,1.0,0.6
163,0.5,0.6,0.42857142857142855,0.5428571428571428
164,0.4166666666666667,0.4,0.42857142857142855,0.39999999999999997
165,0.6666666666666666,0.8,0.5714285714285714,0.08571428571428569
166,0.4166666666666667,0.8,0.14285714285714285,0.42857142857142855
167,0.25,0.2,0.2857142857142857,0.6571428571428573
168,0.5,0.4,0.5714285714285714,0.4571428571428571
169,0.4166666666666667,1.0,0.0,1.0
170,0.4166666666666667,0.0,0.7142857142857143,0.4857142857142857
171,0.4166666666666667,1.0,0.0,0.2571428571428571
172,0.4166666666666667,0.2,0.5714285714285714,0.19999999999999996
173,0.5,0.8,0.2857142857142857,0.45714285714285713
174,0.4166666666666667,0.2,0.5714285714285714,0.5428571428571428
175,0.75,0.4,1.0,0.8857142857142858
176,0.75,0.6,0.8571428571428571,0.3142857142857143
177,0.5833333333333334,1.0,0.2857142857142857,0.48571428571428577
178,0.3333333333333333,0.0,0.5714285714285714,0.9142857142857144
179,0.5,0.2,0.7142857142857143,0.5
180,0.5,0.8,0.2857142857142857,0.6857142857142857
181,0.75,0.8,0.7142857142857143,0.2857142857142857
182,0.4166666666666667,0.4,0.42857142857142855,0.2857142857142857
183,0.5833333333333334,0.4,0.7142857142857143,0.6
184,0.4166666666666667,1.0,0.0,0.2571428571428571
185,0.5833333333333334,0.6,0.5714285714285714,0.48571428571428565
186,0.4166666666666667,1.0,0.0,0.7428571428571429
187,0.5833333333333334,0.0,1.0,0.31428571428571433
188,0.25,0.2,0.2857142857142857,0.8
189,0.4166666666666667,1.0,0.0,0.8
190,0.5,0.2,0.7142857142857143,0.5142857142857142
191,0.5,0.8,0.2857142857142857,0.6857142857142857
192,0.4166666666666667,0.4,0.42857142857142855,0.4285714285714285
193,0.5,0.6,0.42857142857142855,0.48571428571428577
194,0.5,0.4,0.5714285714285714,0.2857142857142857
195,0.25,0.4,0.14285714285714285,0.7428571428571429
196,0.16666666666666666,0.2,0.14285714285714285,0.19999999999999996
197,0.4166666666666667,0.4,0.42857142857142855,0.4
198,0.6666666666666666,0.2,1.0,0.2857142857142857
199,0.5833333333333334,0.8,0.42857142857142855,0.42857142857142855
200,0.5,0.6,0.42857142857142855,0.45714285714285713
201,0.4166666666666667,0.2,0.5714285714285714,0.5142857142857142
202,0.5833333333333334,0.4,0.7142857142857143,0.5142857142857142
203,0.4166666666666667,1.0,0.0,0.4
204,0.4166666666666667,0.6,0.2857142857142857,0.6285714285714286
205,0.25,0.2,0.2857142857142857,0.11428571428571425
206,0.4166666666666667,1.0,0.0,0.6857142857142857
207,0.5833333333333334,0.8,0.42857142857142855,0.7428571428571429
208,0.4166666666666667,0.4,0.42857142857142855,0.34285714285714286
209,0.6666666666666666,0.8,0.5714285714285714,0.3142857142857143
210,0.75,0.8,0.7142857142857143,0.2285714285714285
211,0.5,0.0,0.8571428571428571,0.5142857142857142
212,0.5,0.4,0.5714285714285714,0.6571428571428571
213,0.5833333333333334,1.0,0.2857142857142857,0.37142857142857144
214,0.5,0.2,0.7142857142857143,0.3714285714285714
215,0.4166666666666667,0.4,0.42857142857142855,0.6
216,0.5,0.2,0.7142857142857143,0.6571428571428573
217,0.5,0.4,0.5714285714285714,0.5714285714285714
218,0.5833333333333334,0.6,0.5714285714285714,0.657142857142857
219,0.3333333333333333,0.2,0.42857142857142855,0.7428571428571429
220,0.3333333333333333,0.2,0.42857142857142855,0.37142857142857144
221,0.4166666666666667,0.2,0.5714285714285714,0.3714285714285714
222,0.5,0.4,0.5714285714285714,0.5714285714285714
223,0.5833333333333334,0.4,0.7142857142857143,0.5428571428571428
224,0.4166666666666667,0.4,0.42857142857142855,0.4857142857142857
225,0.5,0.2,0.7142857142857143,0.6285714285714286
226,0.5,0.6,0.42857142857142855,0.5142857142857143
227,0.4166666666666667,0.4,0.42857142857142855,0.6
228,0.5,0.2,0.7142857142857143,0.4
229,0.4166666666666667,0.6,0.2857142857142857,0.37142857142857144
230,0.5833333333333334,0.6,0.5714285714285714,0.7428571428571428
231,0.5,0.8,0.2857142857142857,0.4285714285714286
232,0.4166666666666667,1.0,0.0,0.34285714285714286
233,0.5833333333333334,0.4,0.7142857142857143,0.5714285714285714
234,0.4166666666666667,1.0,0.0,0.5142857142857142
235,0.5,0.4,0.5714285714285714,0.6857142857142857
236,0.5,0.6,0.42857142857142855,0.42857142857142855
237,0.5,0.4,0.5714285714285714,0.5714285714285714
238,0.5,0.4,0.5714285714285714,0.4285714285714285
239,0.75,0.4,1.0,0.6285714285714286
240,0.4166666666666667,1.0,0.0,0.9428571428571428
241,0.5833333333333334,0.2,0.8571428571428571,0.2857142857142857
242,0.4166666666666667,0.4,0.42857142857142855,0.48571428571428565
243,0.25,0.2,0.2857142857142857,0.9142857142857144
244,0.4166666666666667,1.0,0.0,0.7714285714285715
245,0.5,0.4,0.5714285714285714,0.4571428571428572
246,0.6666666666666666,0.4,0.8571428571428571,0.31428571428571433
247,0.16666666666666666,0.2,0.14285714285714285,0.8285714285714285
248,0.4166666666666667,0.2,0.5714285714285714,0.42857142857142855
249,0.4166666666666667,1.0,0.0,0.28571428571428564
250,0.5,0.6,0.42857142857142855,0.4571428571428571
251,0.25,0.4,0.14285714285714285,0.3714285714285714
252,0.5833333333333334,0.2,0.8571428571428571,0.6571428571428571
253,0.4166666666666667,1.0,0.0,0.48571428571428565
254,0.6666666666666666,0.6,0.7142857142857143,0.3142857142857143
255,0.5833333333333334,0.2,0.8571428571428571,0.5142857142857142
256,0.5,1.0,0.14285714285714285,0.2857142857142857
257,0.16666666666666666,0.2,0.14285714285714285,0.8
258,0.4166666666666667,0.4,0.42857142857142855,0.4571428571428571
259,0.5,0.4,0.5714285714285714,0.5428571428571428
260,0.4166666666666667,1.0,0.0,0.48571428571428577
261,0.3333333333333333,0.2,0.42857142857142855,0.22857142857142854
262,0.3333333333333333,0.4,0.2857142857142857,0.6285714285714286
263,0.6666666666666666,0.6,0.7142857142857143,0.48571428571428565
264,0.25,0.2,0.2857142857142857,0.6857142857142857
265,0.6666666666666666,0.4,0.8571428571428571,0.3714285714285714
266,0.5833333333333334,0.6,0.5714285714285714,0.6
267,0.6666666666666666,0.4,0.8571428571428571,0.7999999999999999
268,0.4166666666666667,1.0,0.0,0.6
269,0.5833333333333334,0.6,0.5714285714285714,0.39999999999999997
270,0.5,0.8,0.2857142857142857,0.3714285714285714
271,0.8333333333333334,1.0,0.7142857142857143,0.7714285714285715
272,0.6666666666666666,0.2,1.0,0.14285714285714285
273,0.4166666666666667,0.6,0.2857142857142857,0.6000000000000001
274,0.5,0.6,0.42857142857142855,0.6
275,0.4166666666666667,0.4,0.42857142857142855,0.5428571428571428
276,0.16666666666666666,0.0,0.2857142857142857,0.8571428571428572
277,0.4166666666666667,0.0,0.7142857142857143,0.6285714285714286
278,0.08333333333333333,0.2,0.0,0.19999999999999996
279,0.4166666666666667,0.4,0.42857142857142855,0.5142857142857142
280,0.4166666666666667,0.6,0.2857142857142857,0.3999999999999999
281,0.4166666666666667,1.0,0.0,0.39999999999999997
282,0.3333333333333333,0.4,0.2857142857142857,0.6571428571428571
283,0.5,0.2,0.7142857142857143,0.4285714285714285
284,0.5,0.2,0.7142857142857143,0.6
285,0.5833333333333334,0.4,0.7142857142857143,0.42857142857142855
286,0.5833333333333334,0.4,0.7142857142857143,0.6571428571428573
287,0.5,0.6,0.42857142857142855,0.48571428571428565
288,0.5833333333333334,0.4,0.7142857142857143,0.45714285714285713
289,0.5,0.6,0.42857142857142855,0.5142857142857142
290,0.4166666666666667,0.4,0.42857142857142855,0.3714285714285714
291,0.6666666666666666,0.6,0.7142857142857143,0.6857142857142857
292,0.4166666666666667,0.4,0.42857142857142855,0.45714285714285713
293,0.5,0.4,0.5714285714285714,0.3142857142857143
294,0.08333333333333333,0.0,0.14285714285714285,0.028571428571428564
295,0.6666666666666666,0.6,0.7142857142857143,0.19999999999999998
296,0.3333333333333333,0.2,0.42857142857142855,0.5714285714285714
297,0.4166666666666667,1.0,0.0,0.17142857142857137
298,0.5833333333333334,0.4,0.7142857142857143,0.4
299,0.5,0.2,0.7142857142857143,0.48571428571428565
300,0.5,0.6,0.42857142857142855,0.6285714285714286
301,0.6666666666666666,0.8,0.5714285714285714,0.2857142857142857
302,0.5,0.6,0.42857142857142855,0.5142857142857142
303,0.5,0.2,0.7142857142857143,0.6857142857142857
304,0.5,0.0,0.8571428571428571,0.11428571428571428
305,0.6666666666666666,0.4,0.8571428571428571,0.22857142857142854
306,0.4166666666666667,0.2,0.5714285714285714,0.6857142857142857
307,0.5833333333333334,0.4,0.7142857142857143,0.4
308,0.5833333333333334,0.6,0.5714285714285714,0.42857142857142855
309,0.3333333333333333,0.6,0.14285714285714285,0.37142857142857144
310,0.5833333333333334,0.6,0.5714285714285714,0.4285714285714285
311,0.5833333333333334,0.8,0.42857142857142855,0.2571428571428571
312,0.5833333333333334,0.4,0.7142857142857143,0.48571428571428565
313,0.4166666666666667,0.2,0.5714285714285714,0.1714285714285714
314,0.5,0.8,0.2857142857142857,0.7142857142857143
315,0.3333333333333333,0.2,0.42857142857142855,0.34285714285714286
316,0.4166666666666667,1.0,0.0,0.2857142857142857
317,0.4166666666666667,0.4,0.42857142857142855,0.6857142857142857
318,0.5833333333333334,0.6,0.5714285714285714,0.5142857142857142
319,0.5833333333333334,0.6,0.5714285714285714,0.48571428571428565
320,0.3333333333333333,0.4,0.2857142857142857,0.37142857142857144
321,0.4166666666666667,0.4,0.42857142857142855,0.6
322,0.8333333333333334,0.8,0.8571428571428571,0.8
323,0.5,0.6,0.42857142857142855,0.6857142857142857
324,0.5,0.4,0.5714285714285714,0.45714285714285713
325,0.3333333333333333,0.4,0.2857142857142857,0.5714285714285714
326,0.4166666666666667,0.2,0.5714285714285714,0.6857142857142857
327,0.5,0.8,0.2857142857142857,0.5142857142857142
328,0.4166666666666667,1.0,0.0,0.6857142857142857
329,0.75,1.0,0.5714285714285714,0.0857142857142857
330,0.4166666666666667,0.6,0.2857142857142857,0.42857142857142855
331,0.5,0.4,0.5714285714285714,0.48571428571428565
332,0.5,0.8,0.2857142857142857,0.45714285714285713
333,0.5833333333333334,0.4,0.7142857142857143,0.5428571428571428
334,0.6666666666666666,0.4,0.8571428571428571,0.1714285714285714
335,0.8333333333333334,0.6,1.0,0.942857142857143
336,0.4166666666666667,0.2,0.5714285714285714,0.4571428571428571
337,0.5833333333333334,0.0,1.0,0.2571428571428571
338,0.5833333333333334,0.4,0.7142857142857143,0.5428571428571428
339,0.5,0.8,0.2857142857142857,0.5714285714285714
340,0.4166666666666667,0.0,0.7142857142857143,0.2571428571428571
341,0.4166666666666667,0.4,0.42857142857142855,0.3714285714285714
342,0.4166666666666667,0.4,0.42857142857142855,0.2857142857142857
343,0.3333333333333333,0.4,0.2857142857142857,0.6857142857142857
344,0.5,0.0,0.8571428571428571,0.39999999999999997
345,0.6666666666666666,0.8,0.5714285714285714,0.37142857142857144
346,0.4166666666666667,0.0,0.7142857142857143,0.5428571428571428
347,0.25,0.0,0.42857142857142855,0.657142857142857
348,0.3333333333333333,0.4,0.2857142857142857,0.22857142857142856
349,0.3333333333333333,0.2,0.42857142857142855,0.2857142857142857
350,0.3333333333333333,0.2,0.42857142857142855,0.8
351,0.6666666666666666,0.6,0.7142857142857143,0.22857142857142856
352,0.4166666666666667,1.0,0.0,0.45714285714285713
353,0.25,0.2,0.2857142857142857,0.6571428571428571
354,0.4166666666666667,1.0,0.0,0.6857142857142857
355,0.4166666666666667,0.4,0.42857142857142855,0.6
356,0.5833333333333334,0.8,0.42857142857142855,0.7428571428571429
357,0.5,0.4,0.5714285714285714,0.34285714285714286
358,0.4166666666666667,0.6,0.2857142857142857,0.4
359,0.5833333333333334,0.8,0.42857142857142855,0.39999999999999997
360,0.5833333333333334,0.4,0.7142857142857143,0.6857142857142857
361,0.9166666666666666,1.0,0.8571428571428571,0.8857142857142857
362,0.5,0.2,0.7142857142857143,0.5142857142857143
363,0.4166666666666667,0.4,0.42857142857142855,0.4
364,0.4166666666666667,0.4,0.42857142857142855,0.5714285714285714
365,0.5,0.0,0.8571428571428571,0.44285714285714284
366,0.5,0.6,0.42857142857142855,0.5714285714285714
367,0.5,1.0,0.14285714285714285,0.6857142857142857
368,0.5833333333333334,0.4,0.7142857142857143,0.4571428571428572
369,0.75,0.8,0.7142857142857143,0.7428571428571429
370,0.4166666666666667,1.0,0.0,0.4571428571428571
371,0.5,0.4,0.5714285714285714,0.4857142857142857
372,0.3333333333333333,0.4,0.2857142857142857,0.7428571428571429
373,0.5833333333333334,0.2,0.8571428571428571,0.5428571428571428
374,0.6666666666666666,0.6,0.7142857142857143,0.3142857142857143
375,0.5,0.2,0.7142857142857143,0.5142857142857142
376,0.75,0.6,0.8571428571428571,0.8285714285714285
377,0.5,0.4,0.5714285714285714,0.37142857142857144
378,0.5,0.4,0.5714285714285714,0.45714285714285713
379,0.16666666666666666,0.2,0.14285714285714285,0.8571428571428571
380,0.4166666666666667,1.0,0.0,0.6
381,0.4166666666666667,0.8,0.14285714285714285,0.4
382,0.5,0.4,0.5714285714285714,0.37142857142857144
383,0.3333333333333333,0.4,0.2857142857142857,0.7142857142857142
384,0.4166666666666667,0.4,0.42857142857142855,0.48571428571428577
385,0.4166666666666667,0.6,0.2857142857142857,0.4571428571428572
386,0.75,0.6,0.8571428571428571,0.6285714285714286
387,0.4166666666666667,0.4,0.42857142857142855,0.5428571428571428
388,0.5,0.6,0.42857142857142855,0.6285714285714286
389,0.4166666666666667,1.0,0.0,0.6285714285714286
390,0.6666666666666666,0.6,0.7142857142857143,0.4285714285714286
391,0.5,0.4,0.5714285714285714,0.6285714285714286
392,0.3333333333333333,0.4,0.2857142857142857,0.42857142857142855
393,0.6666666666666666,0.4,0.8571428571428571,0.7142857142857143
394,0.5,0.4,0.5714285714285714,0.6571428571428571
395,0.4166666666666667,0.2,0.5714285714285714,0.4571428571428571
396,0.25,0.4,0.14285714285714285,0.8285714285714285
397,0.4166666666666667,0.2,0.5714285714285714,0.8285714285714285
398,0.4166666666666667,1.0,0.0,0.5142857142857142
399,0.3333333333333333,0.0,0.5714285714285714,0.39999999999999997
400,0.5833333333333334,0.6,0.5714285714285714,0.3142857142857143
401,0.5833333333333334,0.8,0.42857142857142855,0.39999999999999997
402,0.4166666666666667,1.0,0.0,0.4857142857142857
403,0.4166666666666667,0.2,0.5714285714285714,0.5428571428571428
404,0.3333333333333333,0.2,0.42857142857142855,0.7428571428571429
405,0.6666666666666666,0.4,0.8571428571428571,0.5142857142857142
406,0.5833333333333334,0.2,0.8571428571428571,0.4857142857142857
407,0.4166666666666667,1.0,0.0,0.7714285714285715
408,0.5,0.4,0.5714285714285714,0.4
409,0.5833333333333334,0.6,0.5714285714285714,0.6571428571428571
410,0.5833333333333334,0.4,0.7142857142857143,0.48571428571428565
411,0.5,0.2,0.7142857142857143,0.3714285714285714
412,0.25,0.2,0.2857142857142857,0.7714285714285715
413,0.6666666666666666,0.8,0.5714285714285714,0.2571428571428571
414,0.4166666666666667,0.2,0.5714285714285714,0.5428571428571428
415,0.6666666666666666,0.4,0.8571428571428571,0.7142857142857142
416,0.4166666666666667,0.6,0.2857142857142857,0.4857142857142857
417,0.4166666666666667,0.4,0.42857142857142855,0.39999999999999997
418,0.4166666666666667,1.0,0.0,0.6285714285714286
419,0.5,0.2,0.7142857142857143,0.4857142857142857
420,0.5,0.2,0.7142857142857143,0.657142857142857
421,0.5,0.4,0.5714285714285714,0.5428571428571429
422,0.5833333333333334,0.8,0.42857142857142855,0.5428571428571428
423,0.75,0.8,0.7142857142857143,0.3428571428571428
424,0.5,0.2,0.7142857142857143,0.4571428571428571
425,0.6666666666666666,0.2,1.0,0.7714285714285715
426,0.4166666666666667,1.0,0.0,0.6
427,0.5,0.0,0.8571428571428571,0.5142857142857142
428,0.4166666666666667,0.2,0.5714285714285714,0.5142857142857142
429,0.4166666666666667,1.0,0.0,0.3428571428571428
430,0.4166666666666667,0.2,0.5714285714285714,0.6285714285714286
431,0.6666666666666666,0.8,0.5714285714285714,0.6571428571428571
432,0.3333333333333333,0.2,0.42857142857142855,0.9142857142857144
433,0.5,0.0,0.8571428571428571,0.6
434,0.5,0.6,0.42857142857142855,0.48571428571428565
435,0.5833333333333334,0.4,0.7142857142857143,0.48571428571428565
436,0.5833333333333334,0.6,0.5714285714285714,0.5714285714285714
437,0.4166666666666667,0.4,0.42857142857142855,0.5142857142857142
438,0.4166666666666667,0.6,0.2857142857142857,0.34285714285714286
439,0.5,0.4,0.5714285714285714,0.4571428571428571
440,0.6666666666666666,0.6,0.7142857142857143,0.5142857142857142
441,0.3333333333333333,0.2,0.42857142857142855,0.7428571428571429
442,0.3333333333333333,0.2,0.42857142857142855,0.45714285714285713
443,0.5,0.4,0.5714285714285714,0.4571428571428571
444,0.6666666666666666,0.6,0.7142857142857143,0.6857142857142857
445,0.08333333333333333,0.2,0.0,0.8285714285714286
446,0.75,0.4,1.0,0.8857142857142857
447,0.4166666666666667,1.0,0.0,0.5428571428571428
448,0.5,0.2,0.7142857142857143,0.6285714285714286
449,0.5833333333333334,0.6,0.5714285714285714,0.3714285714285714
450,0.5,0.4,0.5714285714285714,0.34285714285714286
451,0.5833333333333334,0.8,0.42857142857142855,0.37142857142857144
452,0.5833333333333334,0.4,0.7142857142857143,0.42857142857142855
453,0.25,0.0,0.42857142857142855,0.8
454,0.75,0.6,0.8571428571428571,0.4857142857142857
455,0.4166666666666667,0.8,0.14285714285714285,0.3999999999999999
456,0.5833333333333334,0.6,0.5714285714285714,0.4
457,0.5833333333333334,0.4,0.7142857142857143,0.4285714285714286
458,0.5,0.6,0.42857142857142855,0.4571428571428571
459,0.4166666666666667,0.0,0.7142857142857143,0.5714285714285714
460,0.5,0.2,0.7142857142857143,0.3999999999999999
461,0.5833333333333334,0.6,0.5714285714285714,0.45714285714285713
